"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[injection number]"	"Term Source REF"	"Term Accession Number"	"Factor Value[spectrum type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Rmsd]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Analysis date]"	"Factor Value[Season of sample collection]"
"subject_1671"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_003601.CDF"	"120630_Pivus_003601.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"150.5035087"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1671"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_003602.CDF"	"120630_Pivus_003602.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"150.5035087"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1670"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_003701.CDF"	"120630_Pivus_003701.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"159.4250332"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1670"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_003702.CDF"	"120630_Pivus_003702.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"159.4250332"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_2269"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_003801.CDF"	"120630_Pivus_003801.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"155.3683549"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_2269"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_003802.CDF"	"120630_Pivus_003802.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"155.3683549"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_2218"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_003901.CDF"	"120630_Pivus_003901.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"157.4258023"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Summer"
"subject_2218"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_003902.CDF"	"120630_Pivus_003902.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"157.4258023"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Summer"
"subject_2213"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004001.CDF"	"120630_Pivus_004001.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"152.0477279"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Summer"
"subject_2213"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004002.CDF"	"120630_Pivus_004002.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"152.0477279"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Summer"
"subject_2210"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004101.CDF"	"120630_Pivus_004101.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"175.3895721"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Summer"
"subject_2210"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004102.CDF"	"120630_Pivus_004102.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"175.3895721"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Summer"
"subject_2221"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004201.CDF"	"120630_Pivus_004201.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"157.234452"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Summer"
"subject_2221"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004202.CDF"	"120630_Pivus_004202.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"157.234452"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Summer"
"subject_1649"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004301.CDF"	"120630_Pivus_004301.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"173.6414633"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1649"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004302.CDF"	"120630_Pivus_004302.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"173.6414633"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_2245"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004401.CDF"	"120630_Pivus_004401.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"156.3485399"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_2245"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004402.CDF"	"120630_Pivus_004402.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"156.3485399"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_2287"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004501.CDF"	"120630_Pivus_004501.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"138.3927397"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_2287"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004502.CDF"	"120630_Pivus_004502.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"138.3927397"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_2279"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004601.CDF"	"120630_Pivus_004601.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"130.384073"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_2279"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004602.CDF"	"120630_Pivus_004602.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"130.384073"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1686"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004701.CDF"	"120630_Pivus_004701.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"188.183604"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1686"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004702.CDF"	"120630_Pivus_004702.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"188.183604"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_2258"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004801.CDF"	"120630_Pivus_004801.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"136.741933"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_2258"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004802.CDF"	"120630_Pivus_004802.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"136.741933"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1643"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004901.CDF"	"120630_Pivus_004901.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"140.4958483"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1643"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_004902.CDF"	"120630_Pivus_004902.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"140.4958483"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1718"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_005001.CDF"	"120630_Pivus_005001.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"142.5480985"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1718"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_005002.CDF"	"120630_Pivus_005002.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"142.5480985"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1641"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_005101.CDF"	"120630_Pivus_005101.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"133.0728199"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1641"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_005102.CDF"	"120630_Pivus_005102.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MSn spectrum"	""	""	"133.0728199"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
"subject_1652"	"Extraction"	"100 µl serum/400 µl methanol, 20/80 (v/v)"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	""	"quadrupole time-of-flight"	""	""	"120630_Pivus_005201.CDF"	"120630_Pivus_005201.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pivus_metabolite_profiling_mass_spectrometry-alt_v2_maf.tsv"	"Replicate 1"	""	""	"MS1 spectrum"	""	""	"133.3644773"	"second"	"UO"	"http://purl.obolibrary.org/obo/UO_0000010"	"30/06/12"	"Autumn"
